DATE,TCP_Number,ESTC_Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE,,,,,,,,
1739,K019154.000,N60643,Thomson James 1700-1748,London : printed for the author; and sold by A. Millar over-against St. Clement's Church in the,12471,Edward and Eleonora. A TRAGEDY. As it was to have been Acted at the THEATRE-ROYAL IN COVENT-GARDEN.,,,,,,,,
1772,K019240.000,N63107,Boswell James 1740-1795,Edinburgh : printed in the year M.DCC.LXXII. and sold by all the booksellers in Scotland ,5305,REFLECTIONS ON THE LATE ALARMING BANKRUPTCIES IN SCOTLAND.,,,,,,,,
1735,K019862.000,T83,Thomson James 1700-1748,London : printed for J. Millan near Scotland-Yard White-Hall; and A. Millar in the Strand,37348,THE FOUR SEASONS AND OTHER POEMS.,,,,,,,,
1785,K019966.000,T248,Boswell James 1740-1795,London : printed for Charles Dilly in the Poultry,13267,A LETTER TO THE PEOPLE OF SCOTLAND ON THE ALARMING ATTEMPT TO INFRINGE THE ARTICLES OF THE UNION AND INTRODUCE A MOST PERNICIOUS INNOVATION BY DIMINISHING THE NUMBER OF THE LORDS OF SESSION.,,,,,,,,
1781,K020290.000,T773,Sheridan Richard Brinsley 1751-1816,London : printed for T. Becket Adelphi Strand,14287,THE CRITIC OR A Tragedy Rehearsed A Dramatic Piece in three ACTS as it is performed at the THEATRE ROYAL in DRURY LANE,,,,,,,,
1749,K021151.001,T1943,Fielding Henry 1707-1754,Dublin : printed for John Smith at the Philosophers-Heads on the Blind-Quay,101721,THE HISTORY OF TOM JONES A FOUNDLING.,,,,,,,,
1716,K021557.000,T2583,Defoe Daniel 1661?-1731,[London : printed and sold by S. Gray in Amen-Corner,6663,ARGUMENTS About the ALTERATION of TRIENNIAL ELECTIONS OF PARLIAMENT.,,,,,,,,
1727,K021585.000,T2617,Defoe Daniel 1661?-1731,London : printed; and sold by J. Roberts in Warwick-Lane ; and A. Dodd in the Strand,20063,THE EVIDENT ADVANTAGES TO Great Britain and its ALLIES FROM THE Approaching WAR: Especially in Matters of TRADE.,,,,,,,,
1739,K022115.001,T4002,Hume David 1711-1776,London : printed for John Noon at the White-Hart near Mercer's-Chapel in Cheapside,96354,A TREATISE OF Human Nature: BEING An ATTEMPT to introduce the experimental Method of Reasoning INTO MORAL SUBJECTS.,,,,,,,,
1739,K022115.002,T4002,Hume David 1711-1776,London : printed for John Noon at the White-Hart near Mercer's-Chapel in Cheapside,64305,A TREATISE OF Human Nature: BEING An ATTEMPT to introduce the experimental Method of Reasoning INTO MORAL SUBJECTS.,,,,,,,,
1739,K022115.003,T4002,Hume David 1711-1776,London : printed for John Noon at the White-Hart near Mercer's-Chapel in Cheapside,65032,A TREATISE OF Human Nature: BEING An ATTEMPT to introduce the experimental Method of Reasoning INTO MORAL SUBJECTS.,,,,,,,,
1752,K022120.000,T4007,Hume David 1711-1776,Edinburgh : printed by R. Fleming for A. Kincaid and A. Donaldson,68750,POLITICAL DISCOURSES.,,,,,,,,
1751,K022123.000,T4010,Hume David 1711-1776,London : printed for A. Millar over-against Catherine-Street in the Strand,51191,AN ENQUIRY CONCERNING THE PRINCIPLES OF MORALS.,,,,,,,,
1748,K022135.000,T4022,Hume David 1711-1776,London : printed for A. Millar opposite Katharine-Street in the Strand,53713,PHILOSOPHICAL ESSAYS CONCERNING Human Understanding.,,,,,,,,
1781,K022188.000,T4090,Paley William 1743-1805,London : printed and sold by R. Faulder New Bond-Street and T. Merril at Cambridge,3337,ADVICE ADDRESSED TO THE YOUNG CLERGY OF THE DIOCESE OF CARLISLE IN A SERMON PREACHED AT A GENERAL ORDINATION HOLDEN AT ROSE-CASTLE.,,,,,,,,
1712,K022860.000,T5337,Defoe Daniel 1661?-1731,London : printed for J.Baker at the Black-Boy in Pater-Noster-Row,9463,AN ENQUIRY Into the DANGER AND CONSEQUENCES OF A WAR With the DUTCH.,,,,,,,,
1751,K022939.001,T5432,Pope Alexander 1688-1744,London : printed for J. and P. Knapton H. Lintot J. and R. Tonson and S. Draper,55718,PASTORALS,,,,,,,,
1776,K022968.001,T5465,Pope Alexander 1688-1744,London : printed for H. Baldwin T. Longman R. Baldwin G. Robinson T. Caslon [and 2 others in,38994,ADDITIONS TO THE WORKS OF ALEXANDER POPE ESQ.,,,,,,,,
1732,K022977.000,T5481,Pope Alexander 1688-1744,London : printed; and sold by G. Lawton [i.e. Lawton Gilliver] in Fleet-street; T. Osborn belo,9969,A MISCELLANY ON TASTE.,,,,,,,,
1744,K022979.000,T5485,Pope Alexander 1688-1744,[London : s.n.,31249,EPISTLE I.,,,,,,,,
1735,K022990.001,T5497,Pope Alexander 1688-1744,[London,39087,The Author's Age then Sixteen. Mr. POPE to Mr. WYCHERLEY.Mr. WALSH to Mr. WYCHERLEY.LETTER I.,,,,,,,,
1735,K022990.002,T5497,Pope Alexander 1688-1744,[London,45450,Secretary of State to King William the Third. Sir WILLIAM TRUMBULL to Mr. POPE.To the Honourable Robert Digby.To EDWARD BLOUNT Esq,,,,,,,,
1735,K022995.002,T5502,Pope Alexander 1688-1744,London : printed and sold by the booksellers of London and Westminster,45457,LETTERS OF Mr. POPE AND Several Eminent PERSONS From the YEAR 1711 &amp;c.,,,,,,,,
1735,K023000.000,T5507,Pope Alexander 1688-1744,London : printed for E. Curll in Rose-Street Covent Garden,86141,Mr POPE's Literary Correspondence For Thirty Years; from 1704 to 1734. BEING A COLLECTION of LETTERS Which passed between him and Several Eminent Persons.,,,,,,,,
1751,K023011.000,T5518,,London : printed for W. Owen at Homer's Head near Temple-Bar Fleet-Street,23906,A COLLECTION OF LETTERS Never before printed: WRITTEN By ALEXANDER POPE Esq AND Other ingenious GENTLEMEN To the Late AARON HILL Esq,,,,,,,,
1769,K023013.000,T5520,Pope Alexander 1688-1744,London : printed for J. Dodsley in Pall-Mall,5812,LETTERS OF THE LATE ALEXANDER POPE Esq. TO A LADY.,,,,,,,,
1736,K023014.000,T5522,Pope Alexander 1688-1744,[London] : Dublin printed London reprinted for T. Cooper,658,BOUNCE TO FOP.,,,,,,,,
1746,K023016.000,T5524,Pope Alexander 1688-1744,London : printed for M. Cooper in Pater-Noster-Row,938,THE CHARACTER OF KATHARINE LATE Duchess of Buckinghamshire and Normanby.,,,,,,,,
1718,K023017.000,T5525,Pope Alexander 1688-1744,London : printed for E. Curll in Fleet-Street,3137,A CLUE To the COMEDY of the Non-Juror.,,,,,,,,
1717,K023019.000,T5527,Pope Alexander 1688-1744,[London] : Printed for R. Burleigh in Amen-Corner,378,THE COURT BALLAD.,,,,,,,,
1726,K023021.000,T5529,Pope Alexander 1688-1744,Westminster : printed by A. Campbell near New Palace-Yard; for T. Warner at the Black-Boy in P,616,THE DISCOVERY: OR The SQUIRE turn'd FERRET.,,,,,,,,
1723,K023024.000,T5536,Pope Alexander 1688-1744,London : printed for A. Moor near St. Paul's Church and sold by the booksellers,948,DUKE upon DUKE An Excellent New PLAY-HOUSE BALLAD.,,,,,,,,
1735,K023036.000,T5552,Pope Alexander 1688-1744,London : printed for Lawton Gilliver in Fleetstreet,51830,THE DUNCIAD. With NOTES VARIORUM AND THE PROLEGOMENA OF SCRIBLERUS.,,,,,,,,
1719,K023048.000,T5566,Pope Alexander 1688-1744,London : printed for Bernard Lintot at the Cross-Keys between the Temple-Gates in Fleet-Street,7715,ELOISA TO ABELARD.,,,,,,,,
1734,K023049.000,T5567,Pope Alexander 1688-1744,London : printed by J. Wright for Lawton Gilliver at Homer's Head in Fleetstreet,4106,AN EPISTLE FROM Mr. POPE TO Dr. ARBUTHNOT.,,,,,,,,
1712,K023052.000,T5572,Pope Alexander 1688-1744,London : printed for W. Lewis in Russel-Street Covent-Garden,5989,AN ESSAY ON CRITICISM.,,,,,,,,
1734,K023079.000,T5607,Pope Alexander 1688-1744,London : printed by John Wright for Lawton Gilliver,11344,AN ESSAY on MAN Being the FIRST BOOK of ETHIC EPISTLES.,,,,,,,,
1733,K023131.000,T5666,Pope Alexander 1688-1744,London : printed by L. G. [Lawton Gilliver] and sold by A. Dodd near Temple-Bar; E. Nutt at th,1839,THE FIRST SATIRE OF THE SECOND BOOK OF HORACE,,,,,,,,
1716,K023137.000,T5674,Pope Alexander 1688-1744,[London] : Sold by J. Roberts J. Morphew R. Burleigh J. Baker and S. Popping,1792,A FULL and TRUE ACCOUNT OF A Horrid and Barbarous REVENGE by POISON On the Body of Mr. EDMUND CURLL Bookseller; With a faithful Copy of his Last WILL and TESTAMENT.,,,,,,,,
1716,K023138.000,T5675,Pope Alexander 1688-1744,London : printed and sold by all the publishers mercuries and hawkers within the bills of mo,2269,A FURTHER ACCOUNT Of the most Deplorable Condition OF Mr. EDMUND CURLL BOOKSELLER. Since his being POISON'D on the 28th of March.,,,,,,,,
1737,K023139.000,T5677,Pope Alexander 1688-1744,London : printed for J. Wright and sold by J. Roberts in Warwick-Lane,533,HORACE HIS Ode to VENUS.,,,,,,,,
1733,K023140.000,T5678,Pope Alexander 1688-1744,London : printed for John Wileord [sic],2154,THE IMPERTINENT OR A Visit to the COURT. A SATYR.,,,,,,,,
1715,K023143.000,T5682,Pope Alexander 1688-1744,London : printed for J. Roberts near the Oxford Arms in Warwick-Lane,5443,A KEY TO THE LOCK.,,,,,,,,
1741,K023147.000,T5686,Pope Alexander 1688-1744,Dublin : printed by and for George Faulkner,28033,MEMOIRS Of the Extraordinary LIFE WORKS AND DISCOVERIES OF MARTINUS SCRIBLERUS.,,,,,,,,
1713,K023150.000,T5694,Pope Alexander 1688-1744,London : printed for Bernard Lintott at the Cross-Keys in Fleetstreet,745,ODE FOR MUSICK.,,,,,,,,
1731,K023156.000,T5700,Pope Alexander 1688-1744,London : printed for L. Gilliver at Homer's Head in Fleet-Street,1617,AN EPISTLE TO THE Right Honourable RICHARD Earl of BURLINGTON.,,,,,,,,
1735,K023160.000,T5707,Pope Alexander 1688-1744,London : printed by J. Wright for Lawton Gilliver at Homer's Head against St. Dunstan's Church,1749,OF THE CHARACTERS of WOMEN: AN EPISTLE TO A LADY.,,,,,,,,
1734,K023163.000,T5710,Pope Alexander 1688-1744,London [Edinburgh] : [s.n.],1985,Of the Knowledge and Characters of Men.,,,,,,,,
1732,K023165.000,T5712,Pope Alexander 1688-1744,London : printed by J. Wright for Lawton Gilliver at Homer's Head against St. Dunstan's Church,3485,OF THE USE of RICHES,,,,,,,,
1738,K023175.000,T5725,Pope Alexander 1688-1744,Dublin : printed by R. Reilly. For G. Risk G. Ewing W. Smith and G. Faulkner Booksellers,2072,ONE THOUSAND SEVEN HUNDRED AND THIRTY EIGHT.,,,,,,,,
1737,K023186.000,T5738,Pope Alexander 1688-1744,London : printed for R. Dodsley at Tully's Head in Pall-Mall,2718,THE SECOND EPISTLE OF THE SECOND BOOK OF HORACE IMITATED by Mr. POPE.,,,,,,,,
1727,K023191.000,T5745,Pope Alexander 1688-1744,Dublin : printed by and for J. Hyde Bookseller in Dame's-Street,1992,POEMS Occasion'd by Reading the TRAVELS OF Captain Lemuel Gulliver EXPLANATORY AND COMMENDATORY.,,,,,,,,
1734,K023192.000,T5748,Pope Alexander 1688-1744,London : printed for T. Boreman at the Cock on Ludgate-Hill; sold by the booksellers of London,2860,SOBER ADVICE FROM HORACE TO THE Young GENTLEMEN about Town.,,,,,,,,
1715,K023195.000,T5754,Pope Alexander 1688-1744,London : printed for Bernard Lintott between the two Temple-Gates in Fleetstreet,7054,THE TEMPLE OF FAME: A VISION.,,,,,,,,
1716,K023197.000,T5756,Pope Alexander 1688-1744,London : printed for E. Curll at the Dial and Bible against St. Dunstan's Church in Fleetstreet,313,To the Ingenious Mr. MOORE Author of the Celebrated WORM-POWDER.,,,,,,,,
1738,K023198.000,T5757,Pope Alexander 1688-1744,London : printed for R. Dodsley at Tully's-Head in Pall-Mall,316,THE UNIVERSAL PRAYER.,,,,,,,,
1746,K023201.000,T5762,Pope Alexander 1688-1744,London : printed for W. Webb near St. Paul's,367,VERSES Upon the Late Dss of M.,,,,,,,,
1797,K023234.000,T5799,Paine Thomas 1737-1809,[London] : Paris: printed by W. Adlard Rue Menilmontant. London: re-printed and sold by the boo,6431,AGRARIAN JUSTICE OPPOSED TO AGRARIAN LAW AND TO AGRARIAN MONOPOLY; BEING A PLAN FOR MELIORATING THE CONDITION OF MAN BY CREATING IN EVERY NATION A NATIONAL FUND,,,,,,,,
1744,K023421.000,T6253,Garrick David 1717-1779,London : printed for W. Bickerton at the Gazette in the Temple Exchange near the Inner Temple,4197,AN ESSAY on ACTING: In which will be consider'd The Mimical Behaviour OF A Certain fashionable faulty ACTOR AND THE Laudableness of such unmannerly as well as inhumane Proceedings. To which will be added A short CRITICISM On His acting MACBETH.,,,,,,,,
1717,K023942.000,T7614,Hoadly Benjamin 1676-1761,London : printed for James Knapton at the Crown and Timothy Childe at the White Hart in St.,5094,The NATURE of the KINGDOM or CHURCH of CHRIST.,,,,,,,,
1716,K023997.000,T8242,Arbuthnot John 1667-1735,[London : printed for J. Roberts at the Oxford-Arms in Warwick-Lane,1087,To the RIGHT HONOURABLE The MAYOR and ALDERMEN of the City of LONDON:,,,,,,,,
1765,K024307.000,T9005,Garrick David 1717-1779,London : printed for J. Fletcher and Co. in St. Paul's Church-Yard,2254,THE SICK MONKEY A FABLE.,,,,,,,,
1793,K024906.000,T10219,Pope Alexander 1688-1744,Manchester : printed by G. Nicholson and Co. Palace-Street Manchester. Sold by T. Knott No. 47,2994,PASTORALS.,,,,,,,,
1791,K025723.000,T11613,Berkeley George 1733-1795,Canterbury : printed by Simmons and Co,7547,AN INQUIRY INTO THE ORIGIN of EPISCOPACY IN A DISCOURSE PREACHED IN JUNE 1790.,,,,,,,,
1779,K026235.000,T12445,Macpherson James 1736-1796,Dublin : printed for the company of booksellers,11743,A SHORT HISTORY OF THE OPPOSITION DURING THE Last Session of Parliament.,,,,,,,,
1790,K026247.000,T12462,Boswell James 1740-1795,London : printed by Henry Baldwin; for Charles Dilly in the Poultry,2256,A CONVERSATION BETWEEN HIS MOST SACRED MAJESTY GEORGE III. AND SAMUEL JOHNSON LL.D. ILLUSTRATED WITH OBSERVATIONS BY JAMES BOSWELL ESQ.,,,,,,,,
1761,K027127.000,T14004,Gerard Alexander 1728-1795,Edinburgh : printed for A. Kincaid and J. Bell,5027,The influence of piety on the public good. A SERMON PREACHED IN The High Church of EDINBURGH May 31. 1761 Before his GRACE CHARLES LORD CATHCART The Lord High Commissioner to the General Assembly of the Church of SCOTLAND.,,,,,,,,
1745,K027268.000,T14186,Akenside Mark 1721-1770,London : printed for R. Dodsley at Tully's Head in Pall-Mall. And sold by M. Cooper in Pater-Nos,5093,ODES ON Several SUBJECTS.,,,,,,,,
1760,K027697.001,T14790,Sterne Laurence 1713-1768,London : printed for R. and J. Dodsley in Pall-Mall,23442,THE LIFE AND OPINIONS OF TRISTRAM SHANDY GENTLEMAN.,,,,,,,,
1760,K027697.002,T14790,Sterne Laurence 1713-1768,London : printed for R. and J. Dodsley in Pall-Mall,23351,THE LIFE AND OPINIONS OF TRISTRAM SHANDY GENTLEMAN.,,,,,,,,
1725,K027796.001,T14927,Homer,London : printed for Bernard Lintot,65366,THE ODYSSEY OF HOMER.,,,,,,,,
1724,K027844.000,T14992,Berkeley George 1685-1753,London : printed by H. Woodfall at Elzevir's-Head without Temple-Bar,5001,A PROPOSAL For the better Supplying of CHURCHES IN OUR Foreign Plantations AND FOR Converting the Savage Americans to CHRISTIANITY.,,,,,,,,
1755,K029698.000,T19820,Duck Stephen 1705-1756,London : printed for R. and J. Dodsley in Pall-Mall; and sold by M. Cooper in Pater-Noster-Row,3373,CAESAR's CAMP: OR St. GEORGE's HILL. A POEM.,,,,,,,,
1748,K029946.000,T20324,Thomson James 1700-1748,London : printed for A. Millar over against Catherine-Street in the Strand,11598,THE CASTLE OF INDOLENCE: AN ALLEGORICAL POEM.,,,,,,,,
1740,K030406.000,T21215,Thomson James 1700-1748,London : printed for A. Millar over-against St. Clement's Church in the Strand,7062,ALFRED: A MASQUE.,,,,,,,,
1734,K030714.000,T21863,Berkeley George 1685-1753,London : printed for J. Tonson in the Strand,15439,THE ANALYST; OR A DISCOURSE Addressed to an Infidel MATHEMATICIAN.,,,,,,,,
1735,K030889.000,T22178,Thomson James 1700-1748,London : printed for A. Millar over-against St. Clement's Church in the Strand,3686,ANTIENT and MODERN ITALY COMPARED: Being the FIRST PART of LIBERTY A POEM.,,,,,,,,
1761,K030916.000,T22214,Churchill C. (Charles) 1731-1764,London : printed for the author and sold by W. Flexney near Gray's-Inn-Gate Holborn,3161,THE APOLOGY.,,,,,,,,
1714,K030992.000,T22325,Arbuthnot John 1667-1735,London : printed for J. Moor and Sold by the Booksellers of London and Westminster,2152,AN APPENDIX TO THE HISTORY OF THE Crown-Inn: With a KEY to the Whole.,,,,,,,,
1784,K031107.000,T22490,Garrick David 1717-1779,London : printed and sold by J. Jarvis No. 283 Strand,6959,ARTHUR and EMMELINE.,,,,,,,,
1790,K032774.000,T27507,Paley William 1743-1805,London : printed for R. Faulder New Bond Street,5799,THE USE AND PROPRIETY OF LOCAL AND OCCASIONAL PREACHING:,,,,,,,,
1756,K033495.000,T28894,Garrick David 1717-1779,London : printed for J. and R. Tonson and S. Draper in the Strand,8779,Catharine and Petruchio.,,,,,,,,
1704,K033915.000,T29691,Dennis John 1657-1734,London : printed for J. Nutt near Stationers-Hall,13132,Britannia Triumphans:,,,,,,,,
1766,K034449.000,T30807,Colman George 1732-1794,London : printed for T. Becket and P.A. De Hondt in the Strand; R. Baldwin in Pater-Noster-Row,26873,THE Clandestine Marriage A COMEDY.,,,,,,,,
1738,K035180.000,T31916,Berkeley George 1685-1753,Dublin : printed by George Faulkner,8370,A DISCOURSE ADDRESSED TO MAGISTRATES AND Men in AUTHORITY.,,,,,,,,
1722,K035398.000,T32241,Dennis John 1657-1734,London : printed for T. Warner at the Black Boy in Pater-Noster Row,5114,A DEFENCE OF Sir Fopling Flutter A COMEDY Written by Sir GEORGE ETHERIDGE.,,,,,,,,
1762,K035616.001,T32597,Kames Henry Home Lord 1696-1782,Edinburgh : printed for A. Millar London; and A. Kincaid &amp;#38; J. Bell Edinburgh,72968,ELEMENTS OF CRITICISM.,,,,,,,,
1762,K035616.002,T32597,Kames Henry Home Lord 1696-1782,Edinburgh : printed for A. Millar London; and A. Kincaid &amp;#38; J. Bell Edinburgh,75471,ELEMENTS OF CRITICISM.,,,,,,,,
1793,K035639.000,T32633,Smith Charlotte Turner 1749-1806,London : printed for T. Cadell in the Strand,7548,THE EMIGRANTS A POEM IN TWO BOOKS.,,,,,,,,
1760,K035642.000,T32640,Garrick David 1717-1779,London : printed for J. and R. Tonson in the Strand,1843,THE ENCHANTER; OR LOVE and MAGIC. A MUSICAL DRAMA.,,,,,,,,
1730,K035701.000,T32731,Gough Strickland d. 1752,London : printed for J. Roberts at the Oxford-Arms in Warwick-Lane,10011,AN ENQUIRY INTO THE CAUSES of the DECAY OF THE Dissenting INTEREST.,,,,,,,,
1744,K035739.000,T32780,Warton Joseph 1722-1800,London : printed for R. Dodsley at Tully's Head in Pall-Mall; and sold by M. Cooper in Pater-Nos,1773,THE ENTHUSIAST: OR THE LOVER OF NATURE.,,,,,,,,
1717,K035752.000,T32801,Tickell Mr. (Thomas) 1686-1740,London : printed for J. Tonson at Shakespear's-Head over-against Katharine-Street in the Strand,1601,AN EPISTLE FROM A Lady in ENGLAND; TO A GENTLEMAN at AVIGNON.,,,,,,,,
1704,K035873.000,T32977,Defoe Daniel 1661?-1731,London : [s.n.],11272,THE DISSENTERS ANSWER TO THE High-Church Challenge.,,,,,,,,
1711,K036148.000,T33469,Dennis John 1657-1734,London : printed for Bernard Lintott between the Two Temple Gates in Fleetstreet,10995,AN ESSAY UPON PUBLICK SPIRIT; BEING A SATYR in PROSE UPON THE Manners and Luxury OF THE TIMES The Chief Sources of our present Parties and Divisions.,,,,,,,,
1760,K036168.003,T33490,Hume David 1711-1776,London : printed for A. Millar in the Strand; and A. Kincaid and A. Donaldson at Edinburgh,66066,ESSAYS AND TREATISES ON SEVERAL SUBJECTS.,,,,,,,,
1766,K036735.000,T34538,Garrick David 1717-1779,London : printed for the proprietor,13326,CYMON.,,,,,,,,
1782,K036834.000,T34702,Paley William 1743-1805,London : printed for Robert Faulder No. 42 New Bond-Street,3205,A Distinction of Orders in the Church defended upon Principles of Public Utility IN A SERMON PREACHED IN THE CASTLE-CHAPEL DUBLIN AT THE CONSECRATION OF JOHN LAW D. D. LORD BISHOP OF CLONFERT AND KILMACDUAGH SEPTEMBER 21 1782.,,,,,,,,
